date,meantempm,maxtempm,mintempm,meanpressurem,maxpressurem,minpressurem,meanhumidity,maxhumidity,minhumidity,rain
3/13/2011,10,12,9,1000.7,1004,999,90,94,77,1
3/14/2011,6,9,4,1016.22,1017,1015,86,93,71,0
3/15/2011,8,8,7,1013.92,1015,1013,97,100,93,0
3/16/2011,6,8,5,1011.8,1013,1010,92,100,87,0
3/17/2011,6,8,4,1014.79,1017,1013,87,100,81,0
3/18/2011,6,7,6,1020.9,1022,1020,82,93,76,1
3/19/2011,6,10,1,1033.68,1036,1030,69,93,28,0
3/20/2011,8,13,3,1032.77,1034,1031,71,87,51,0
3/21/2011,12,14,11,1033.75,1035,1033,70,72,67,0
3/22/2011,12,16,7,1037.52,1039,1037,64,87,51,0
3/23/2011,10,14,6,1038.21,1041,1010,76,87,63,0
3/24/2011,10,14,5,1033.29,1036,1030,70,100,54,0
3/25/2011,10,14,6,1018.74,1022,1016,75,93,67,0
3/26/2011,7,10,4,1014.58,1015,1014,81,93,76,0
3/27/2011,8,11,6,1013.07,1014,1012,78,87,66,0
3/28/2011,8,11,5,1016.3,1017,1015,64,81,50,0
3/29/2011,6,13,-1,1012.38,1014,1011,67,93,54,0
3/30/2011,10,12,8,1010.31,1011,1009,83,93,72,1
3/31/2011,14,18,10,1010.53,1015,1007,74,94,55,0
4/1/2011,14,16,11,1017.27,1019,1015,75,88,68,0
4/2/2011,16,20,12,1008.22,1011,1007,66,88,52,1
4/3/2011,10,15,6,1013.04,1015,1012,66,81,51,0
4/4/2011,10,13,6,1020.7,1022,1020,62,87,47,0
4/5/2011,10,12,9,1020.07,1022,1019,84,88,82,1
4/6/2011,18,22,14,1024.52,1026,1023,50,88,35,0
4/7/2011,16,21,11,1026.67,1027,1025,63,77,53,0
4/8/2011,13,19,7,1025.9,1027,1025,57,82,40,0
4/9/2011,10,14,6,1025.52,1027,1024,74,93,67,0
4/10/2011,10,14,6,1023.67,1024,1023,64,93,48,0
4/11/2011,13,21,5,1020,1022,1018,62,88,46,1
4/12/2011,10,13,6,1028.54,1029,1028,51,76,33,0
4/13/2011,8,12,3,1021.17,1024,1019,61,81,44,1
4/14/2011,10,13,7,1017.97,1019,1017,66,81,58,0
4/15/2011,12,14,9,1019.87,1021,1019,62,82,51,0
4/16/2011,12,18,7,1021.73,1023,1021,64,93,45,0
4/17/2011,11,17,5,1023.92,1025,1023,73,93,52,0
4/18/2011,12,17,6,1017.76,1024,1012,71,93,42,0
4/19/2011,15,23,7,1011.95,1014,1011,63,87,38,0
4/20/2011,14,22,7,1013.77,1014,1013,68,94,43,0
4/21/2011,14,21,7,1012.33,1014,1010,71,93,46,0
4/22/2011,14,23,6,1007.9,1010,1007,69,93,41,0
4/23/2011,16,25,7,1011.11,1014,1009,63,93,39,0
4/24/2011,16,23,8,1017.41,1021,1013,65,88,35,0
4/25/2011,14,20,8,1021.76,1024,1021,66,87,49,0
4/26/2011,12,17,8,1024.03,1025,1023,71,87,59,0
4/27/2011,12,16,6,1023.79,1025,1022,58,81,36,0
4/28/2011,11,16,6,1017.13,1022,1015,73,87,59,1
4/29/2011,13,18,8,1010.89,1014,1009,78,94,59,0
4/30/2011,14,16,11,1008.39,1009,1007,68,82,55,0
5/1/2011,13,15,11,1009.74,1011,1008,64,76,51,0
5/2/2011,10,13,8,1011.63,1013,1011,60,76,41,0
5/3/2011,8,12,3,1016.85,1020,1013,57,81,44,0
5/4/2011,7,13,1,1021.4,1022,1020,65,93,47,0
5/5/2011,12,18,7,1019.36,1021,1018,62,82,45,0
5/6/2011,14,23,5,1015.13,1018,1014,54,93,36,0
5/7/2011,17,22,12,1011.14,1013,1009,71,94,53,1
5/8/2011,18,21,14,1013.57,1018,1009,65,88,26,1
5/9/2011,16,21,11,1021,1023,1018,59,88,40,0
5/10/2011,14,21,7,1024.14,1025,1023,57,87,38,0
5/11/2011,12,17,8,1022.38,1024,1020,68,93,52,0
5/12/2011,14,19,8,1018.81,1020,1018,57,82,35,0
5/13/2011,14,19,8,1018.71,1021,1016,58,81,40,0
5/14/2011,12,16,7,1018.06,1021,1016,57,81,42,1
5/15/2011,10,14,7,1023.58,1025,1021,61,81,48,0
5/16/2011,16,20,11,1021.21,1023,1019,62,88,46,1
5/17/2011,15,19,11,1018.89,1020,1017,66,82,52,0
5/18/2011,16,19,13,1013.81,1017,1012,76,94,64,0
5/19/2011,12,17,8,1017.21,1018,1015,64,81,52,0
5/20/2011,14,19,10,1017.86,1020,1016,56,76,40,0
5/21/2011,15,20,10,1018.43,1021,1014,58,82,43,0
5/22/2011,15,19,11,1014.84,1022,1011,55,88,32,1
5/23/2011,15,20,10,1018.87,1022,1017,61,82,40,1
5/24/2011,14,19,8,1024.41,1027,1019,48,76,28,0
5/25/2011,12,20,4,1021.63,1027,1011,49,87,24,0
5/26/2011,14,16,11,1006.41,1011,1004,69,88,51,1
5/27/2011,12,15,10,1016.14,1018,1011,67,82,51,0
5/28/2011,12,16,9,1013.03,1017,1011,69,82,63,0
5/29/2011,17,21,13,1010.97,1013,1010,69,88,56,0
5/30/2011,17,22,11,1009.59,1013,1007,76,94,53,1
5/31/2011,12,17,8,1018.92,1027,1011,64,94,42,1
6/1/2011,14,21,7,1029.14,1031,1027,55,82,33,0
6/2/2011,15,21,9,1032.66,1033,1031,66,88,49,0
6/3/2011,17,22,12,1029.42,1033,1026,68,94,53,0
6/4/2011,18,24,12,1019.97,1025,1016,64,88,44,0
6/5/2011,15,18,12,1010.14,1015,1006,77,88,63,1
6/6/2011,12,14,9,1004.82,1005,1004,81,94,67,1
6/7/2011,16,19,11,1003.16,1005,1002,61,82,40,0
6/8/2011,14,19,8,1005.24,1009,1004,65,87,46,1
6/9/2011,13,17,9,1012.21,1014,1009,67,82,48,1
6/10/2011,11,14,8,1013.59,1014,1013,73,87,55,1
6/11/2011,12,18,7,1015.05,1017,1013,69,87,34,1
6/12/2011,12,15,8,1013.53,1017,1008,77,94,63,1
6/13/2011,18,23,13,1010.86,1016,1008,69,88,53,0
6/14/2011,15,20,10,1017.75,1019,1016,64,82,49,0
6/15/2011,18,21,14,1013.84,1016,1011,74,94,60,1
6/16/2011,14,17,11,1009.57,1012,1008,76,88,55,1
6/17/2011,13,16,10,1005.16,1012,994,82,88,67,1
6/18/2011,14,17,11,1000.05,1004,995,74,88,52,1
6/19/2011,15,19,11,1009.65,1013,1004,64,82,46,1
6/20/2011,14,19,8,1010.83,1013,1009,80,94,64,1
6/21/2011,18,21,14,1009.44,1010,1008,70,94,52,0
6/22/2011,15,18,12,1007.97,1010,1007,73,88,45,1
6/23/2011,15,19,11,1014.15,1018,1011,65,88,46,1
6/24/2011,14,19,10,1021.08,1023,1019,64,88,40,1
6/25/2011,18,24,11,1019.9,1022,1018,78,94,57,1
6/26/2011,20,26,13,1020.33,1022,1017,78,94,65,0
6/27/2011,24,32,17,1012.87,1017,1011,61,94,15,0
6/28/2011,20,26,15,1013.3,1016,1012,82,94,65,1
6/29/2011,16,21,11,1020.62,1023,1017,57,88,37,0
6/30/2011,15,20,10,1023.68,1024,1023,57,82,40,0
7/1/2011,,,,1024.53,1026,1023,,,,0
7/2/2011,,,,1019.71,1023,1018,,,,0
7/3/2011,19,23,15,1016.72,1018,1016,57,77,44,0
7/4/2011,15,21,9,1016.64,1017,1016,62,94,26,0
7/5/2011,17,25,9,1010.84,1016,1007,66,94,36,1
7/6/2011,17,20,14,1004.64,1006,1004,67,88,49,1
7/7/2011,16,19,14,1003.26,1005,1003,67,82,56,1
7/8/2011,17,20,14,1004.54,1007,1003,72,88,56,1
7/9/2011,17,21,13,1010.83,1016,1007,69,94,52,1
7/10/2011,18,22,13,1016.61,1018,1016,68,88,49,0
7/11/2011,17,23,11,1018.68,1019,1018,71,94,53,0
7/12/2011,16,19,14,1016.43,1019,1015,75,94,60,1
7/13/2011,14,17,12,1017.31,1018,1016,64,88,48,1
7/14/2011,16,20,12,1016.91,1018,1016,64,82,46,0
7/15/2011,16,24,8,1015.39,1017,1012,54,87,36,0
7/16/2011,16,19,14,999.28,1012,994,81,94,68,1
7/17/2011,16,19,13,992.69,995,991,77,88,64,1
7/18/2011,16,19,14,996.08,999,994,76,88,64,1
7/19/2011,16,21,11,1002.54,1006,999,70,94,46,1
7/20/2011,16,19,12,1008.08,1009,1007,73,88,52,1
7/21/2011,16,19,13,1011.5,1014,1009,83,94,64,1
7/22/2011,16,20,11,1015.05,1016,1014,67,88,43,1
7/23/2011,14,17,10,1012.24,1014,1010,65,94,45,1
7/24/2011,16,22,10,1008.87,1010,1007,59,88,38,0
7/25/2011,16,21,10,1008.19,1011,1007,67,94,49,0
7/26/2011,16,18,14,1014.37,1018,1011,74,88,59,1
7/27/2011,17,20,14,1019.24,1021,1018,74,88,64,0
7/28/2011,19,24,13,1021.25,1022,1020,73,94,50,0
7/29/2011,14,18,11,1022.49,1023,1022,79,100,67,0
7/30/2011,14,20,8,1020.94,1023,1019,65,87,52,0
7/31/2011,18,23,12,1015.62,1019,1014,60,82,43,0
8/1/2011,19,25,13,1012.83,1014,1012,60,77,44,0
8/2/2011,22,27,16,1013.41,1014,1013,55,88,42,0
8/3/2011,23,29,17,1013.17,1014,1012,53,88,37,0
8/4/2011,18,20,16,1008.61,1012,1006,87,94,73,1
8/5/2011,20,24,16,1010.54,1012,1009,68,83,53,0
8/6/2011,18,20,16,1001.69,1004,1000,68,82,56,1
8/7/2011,17,20,14,1002.07,1003,1001,66,82,49,1
8/8/2011,18,21,14,1006.9,1012,1002,56,77,40,1
8/9/2011,16,21,12,1021.5,1024,1018,51,77,37,0
8/10/2011,18,23,13,1019.25,1024,1015,56,72,46,0
8/11/2011,18,21,16,1008.86,1011,1007,78,94,68,0
8/12/2011,19,21,17,1009.52,1010,1009,72,83,64,0
8/13/2011,20,25,16,1004.42,1005,1004,71,94,53,1
8/14/2011,20,23,16,1005.79,1009,1004,53,77,43,0
8/15/2011,18,22,14,1015.59,1017,1014,52,68,38,1
8/16/2011,18,22,15,1014.93,1016,1014,67,88,56,0
8/17/2011,18,20,15,1016.31,1017,1016,59,100,43,1
8/18/2011,15,18,12,1013.14,1015,1011,78,94,68,1
8/19/2011,16,22,11,1018.21,1019,1017,58,88,41,0
8/20/2011,19,22,14,1017.73,1019,1015,66,88,39,1
8/21/2011,21,26,16,1012.34,1015,1011,60,94,47,0
8/22/2011,18,22,14,1018.24,1019,1017,64,82,43,0
8/23/2011,16,17,15,1010.64,1012,1010,92,94,88,1
8/24/2011,18,21,15,1012.25,1013,1012,72,88,49,1
8/25/2011,18,21,15,1009.13,1010,1009,68,88,49,0
8/26/2011,16,18,13,1002.59,1005,1001,84,94,72,1
8/27/2011,16,19,12,1011.89,1014,1010,70,88,52,1
8/28/2011,16,19,13,1014.16,1015,1014,71,82,52,1
8/29/2011,14,17,11,1016.14,1017,1016,60,82,48,0
8/30/2011,14,17,12,1015.89,1017,1015,66,82,58,0
8/31/2011,15,17,13,1014.72,1016,1014,68,88,55,0
9/1/2011,14,18,11,1013.5,1015,1012,67,94,56,0
9/2/2011,20,26,14,1009.76,1010,1009,68,94,47,0
9/3/2011,20,26,15,1007.63,1009,1006,69,94,51,0
9/4/2011,18,21,13,1005.69,1007,1005,77,88,68,1
9/5/2011,16,19,13,1010.82,1014,1008,62,77,46,0
9/6/2011,16,18,15,1004.9,1008,1002,81,88,67,1
9/7/2011,15,17,13,1010.29,1011,1009,63,72,59,1
9/8/2011,16,19,14,1007.35,1008,1007,71,88,64,0
9/9/2011,19,22,16,1009,1010,1008,79,94,69,0
9/10/2011,20,24,17,1003,1004,1002,77,88,61,1
9/11/2011,18,21,16,1004.62,1006,1004,64,82,49,0
9/12/2011,20,23,16,1002.48,1008,1000,68,88,49,0
9/13/2011,17,20,13,1010.83,1013,1010,59,77,43,0
9/14/2011,16,20,10,1016.93,1018,1016,57,82,40,0
9/15/2011,13,19,7,1019.57,1020,1019,66,87,52,0
9/16/2011,18,20,15,1010.67,1015,1008,70,82,28,0
9/17/2011,14,18,11,1003.96,1007,1002,72,82,56,1
9/18/2011,13,18,8,1002.07,1005,1001,73,94,52,1
9/19/2011,15,19,11,1012.83,1016,1010,64,82,49,0
9/20/2011,18,20,15,1017.52,1018,1017,75,82,68,0
9/21/2011,16,18,13,1015.45,1016,1014,74,94,52,1
9/22/2011,16,19,13,1018.73,1019,1018,60,82,43,0
9/23/2011,14,19,10,1016.57,1019,1015,67,88,52,0
9/24/2011,13,20,6,1013.52,1014,1013,72,94,56,0
9/25/2011,17,22,12,1015.33,1016,1015,68,94,53,0
9/26/2011,20,24,15,1020.63,1024,1017,73,88,53,0
9/27/2011,17,23,11,1028.21,1029,1027,80,100,57,0
9/28/2011,16,23,10,1025.37,1027,1024,79,100,61,0
9/29/2011,18,26,10,1022.87,1024,1022,68,94,50,0
9/30/2011,18,28,9,1022,1023,1021,62,94,39,0
10/1/2011,18,28,9,1024.23,1025,1024,65,100,39,0
10/2/2011,20,29,10,1022.76,1024,1021,51,94,30,0
10/3/2011,21,27,15,1017.45,1019,1016,51,82,34,0
10/4/2011,18,19,16,1019.29,1020,1018,69,77,60,0
10/5/2011,19,21,17,1015.39,1017,1011,68,77,56,0
10/6/2011,13,15,11,1009,1010,1007,53,67,39,0
10/7/2011,12,15,9,1016.81,1020,1014,70,77,59,1
10/8/2011,12,13,10,1020.07,1021,1018,77,94,67,1
10/9/2011,18,21,15,1016.23,1017,1015,78,94,64,1
10/10/2011,18,21,16,1015.63,1017,1014,66,77,56,0
10/11/2011,18,20,16,1017.17,1019,1016,71,77,64,0
10/12/2011,17,19,15,1019.26,1022,1018,70,88,60,0
10/13/2011,15,16,14,1028.66,1030,1026,78,94,67,0
10/14/2011,11,15,6,1029.71,1031,1028,59,81,48,0
10/15/2011,8,15,2,1024.28,1026,1023,68,93,55,0
10/16/2011,9,17,1,1021.73,1022,1021,74,93,55,0
10/17/2011,12,17,8,1015.46,1020,1009,68,87,55,0
10/18/2011,10,13,8,1009.17,1011,1007,56,82,38,0
10/19/2011,9,13,5,1017.5,1022,1013,62,81,44,1
10/20/2011,8,12,3,1026.15,1027,1025,65,87,44,0
10/21/2011,10,15,5,1022.93,1024,1022,67,81,51,0
10/22/2011,10,13,8,1013.56,1017,1011,66,82,54,0
10/23/2011,15,18,12,1006.46,1009,1004,69,88,52,0
10/24/2011,12,14,10,995.97,999,993,74,87,67,0
10/25/2011,14,17,10,996.7,999,995,73,88,55,1
10/26/2011,11,13,9,1005.21,1007,1003,79,88,72,1
10/27/2011,12,14,11,1007,1010,1006,80,82,77,1
10/28/2011,12,14,11,1021.97,1023,1019,83,94,72,0
10/29/2011,14,16,13,1018.81,1020,1018,75,94,63,0
10/30/2011,16,18,14,1017.61,1018,1017,82,88,72,0
10/31/2011,14,16,12,1012.21,1015,1009,80,88,72,0
11/1/2011,12,15,10,1009.44,1012,1007,77,88,67,1
11/2/2011,13,15,11,1002.64,1009,998,79,88,67,0
11/3/2011,16,18,14,993.03,994,991,82,88,73,1
11/4/2011,14,17,12,997,1001,993,81,94,72,1
11/5/2011,12,14,11,1006.96,1013,1004,90,94,82,1
11/6/2011,10,12,9,1021.52,1023,1019,79,87,76,0
11/7/2011,12,13,11,1018.41,1021,1016,84,88,77,0
11/8/2011,10,11,9,1013.56,1015,1013,85,94,76,0
11/9/2011,13,16,10,1016.03,1017,1015,83,94,68,0
11/10/2011,11,13,9,1017.28,1018,1016,92,100,82,0
11/11/2011,10,11,8,1016.07,1017,1015,91,94,82,0
11/12/2011,12,14,11,1026.28,1029,1023,90,94,88,0
11/13/2011,12,14,9,1027.33,1029,1026,88,94,82,0
11/14/2011,10,10,9,1022,1024,1021,89,93,87,0
11/15/2011,8,11,6,1017.41,1019,1016,82,93,71,0
11/16/2011,6,8,3,1017.17,1018,1017,92,100,87,0
11/17/2011,12,15,9,1018.86,1020,1018,86,94,77,0
11/18/2011,12,14,10,1018.32,1019,1017,87,100,77,0
11/19/2011,8,13,2,1017.17,1019,1016,93,100,77,0
11/20/2011,8,12,3,1018.73,1020,1018,97,100,82,0
11/21/2011,6,10,2,1014.93,1016,1014,97,100,94,0
11/22/2011,11,12,10,1018.93,1022,1016,98,100,94,1
11/23/2011,7,11,3,1027.41,1029,1026,89,100,76,0
11/24/2011,11,13,9,1026.62,1029,1023,87,100,77,0
11/25/2011,11,13,8,1024.79,1029,1021,72,88,54,0
11/26/2011,10,13,7,1023.82,1027,1020,79,93,67,0
11/27/2011,10,14,6,1021.53,1028,1014,72,94,54,1
11/28/2011,4,12,-2,1021,1026,1016,83,100,62,0
11/29/2011,11,13,8,1007.15,1014,1004,82,94,62,1
11/30/2011,9,12,6,1020.24,1023,1015,78,87,71,0
12/1/2011,9,12,6,1006.73,1008,1005,85,100,67,1
12/2/2011,6,8,3,1013.2,1015,1010,87,100,81,0
12/3/2011,10,12,8,1002.68,1004,1000,70,88,58,0
12/4/2011,7,9,5,998.29,1002,996,82,93,71,1
12/5/2011,5,7,3,1005.57,1006,1005,77,87,66,0
12/6/2011,5,7,3,1006.83,1008,1005,80,87,71,1
12/7/2011,8,9,6,1008.27,1017,1002,58,71,50,0
12/8/2011,10,13,8,1006.17,1015,1000,85,94,77,1
12/9/2011,6,8,3,1010.38,1013,1009,70,81,57,0
12/10/2011,4,7,0,1015.32,1016,1014,79,93,66,0
12/11/2011,7,8,6,1005.86,1011,999,88,100,81,1
12/12/2011,6,9,3,1003.67,1007,994,82,93,71,1
12/13/2011,8,9,6,991.59,994,988,67,81,50,1
12/14/2011,6,7,4,994.82,997,992,78,93,66,1
12/15/2011,7,9,5,997.86,1000,993,74,81,62,1
12/16/2011,2,4,1,989.74,1001,979,91,100,81,1
12/17/2011,4,6,1,1008.08,1010,1007,88,100,76,1
12/18/2011,2,4,-1,1015.26,1018,1014,91,100,81,0
12/19/2011,2,6,-1,1012.31,1017,1008,97,100,93,1
12/20/2011,7,8,6,1015.57,1019,1011,80,87,71,0
12/21/2011,10,12,7,1017.34,1020,1014,95,100,88,0
12/22/2011,10,12,7,1023.96,1025,1023,86,94,77,0
12/23/2011,8,12,5,1014.62,1020,1008,89,94,82,1
12/24/2011,6,8,3,1028.95,1030,1027,82,87,76,0
12/25/2011,10,12,9,1028.02,1031,1026,79,82,72,0
12/26/2011,11,13,9,1033.07,1034,1032,87,94,76,0
12/27/2011,10,10,8,1032.63,1035,1029,79,87,71,0
12/28/2011,9,12,6,1019.17,1021,1018,76,100,62,0
12/29/2011,8,10,6,1016.93,1022,1014,78,93,71,1
12/30/2011,6,9,5,1015.58,1020,1009,88,100,76,1
12/31/2011,12,13,11,1009.57,1011,1009,87,94,82,0
1/1/2012,12,13,10,1003.2,1007,1000,93,100,82,1
1/2/2012,6,8,5,1009.63,1013,1005,77,87,66,0
1/3/2012,9,12,6,1001.03,1007,994,80,94,61,1
1/4/2012,8,10,6,1012.17,1019,999,77,93,66,1
1/5/2012,9,12,6,1003.2,1016,995,72,82,62,1
1/6/2012,6,9,4,1022.92,1026,1016,80,87,71,0
1/7/2012,10,11,8,1020.85,1024,1016,69,87,62,1
1/8/2012,8,9,8,1025.7,1027,1023,77,87,71,0
1/9/2012,10,19,7,1028.79,1032,1027,83,94,49,1
1/10/2012,10,12,8,1032.5,1033,1032,87,100,72,0
1/11/2012,10,12,7,1032.03,1033,1030,83,88,76,0
1/12/2012,8,12,4,1026.33,1030,1024,83,93,71,1
1/13/2012,4,7,-2,1032.28,1033,1030,90,100,76,0
1/14/2012,1,6,-4,1029.46,1032,1027,91,100,70,0
1/15/2012,4,7,1,1024.82,1027,1024,80,100,66,0
1/16/2012,2,7,-3,1025.87,1028,1024,88,100,66,0
1/17/2012,1,7,-5,1027.63,1029,1027,90,100,70,0
1/18/2012,7,12,2,1022.95,1027,1021,94,100,88,1
1/19/2012,8,12,5,1017.23,1020,1015,86,100,66,1
1/20/2012,7,9,5,1017.57,1019,1016,83,100,66,1
1/21/2012,10,13,7,1010.14,1015,1008,75,94,58,0
1/22/2012,9,12,6,1012.64,1017,1009,70,87,54,0
1/23/2012,6,8,3,1017.85,1020,1017,79,87,71,0
1/24/2012,6,9,2,1018.6,1021,1016,96,100,87,1
1/25/2012,10,10,9,1014.57,1017,1011,91,100,82,0
1/26/2012,6,9,4,1009.34,1015,1007,84,93,62,1
1/27/2012,4,9,0,1019.08,1021,1015,80,100,58,1
1/28/2012,2,6,-1,1027.84,1031,1022,95,100,81,1
1/29/2012,2,4,0,1030.15,1031,1028,95,100,81,0
1/30/2012,2,4,1,1025.26,1028,1023,89,100,75,0
1/31/2012,1,3,-1,1025.97,1029,1023,89,100,75,1
2/1/2012,2,3,0,1032.43,1034,1029,71,87,60,0
2/2/2012,0,1,-2,1035.18,1037,1034,64,80,52,0
2/3/2012,0,2,-2,1038.26,1039,1037,72,86,56,0
2/4/2012,-1,0,-2,1035.58,1039,1026,83,100,69,0
2/5/2012,0,1,-2,1028.05,1031,1023,100,100,93,0
2/6/2012,-2,1,-4,1033.27,1036,1031,93,100,86,0
2/7/2012,-2,-1,-4,1039.57,1043,1036,89,100,74,0
2/8/2012,0,1,0,1040.22,1041,1039,89,93,87,0
2/9/2012,0,1,-1,1038.39,1039,1038,86,93,80,0
2/10/2012,-2,1,-5,1038.14,1039,1037,81,100,64,0
2/11/2012,-4,1,-9,1036.19,1037,1036,84,100,75,0
2/12/2012,1,4,-2,1032.74,1034,1032,96,100,93,0
2/13/2012,3,5,1,1025.18,1032,1021,94,100,87,1
2/14/2012,5,7,3,1023.11,1025,1021,83,93,76,0
2/15/2012,8,10,7,1023.73,1027,1021,76,87,66,1
2/16/2012,8,10,6,1026.17,1028,1025,74,93,62,0
2/17/2012,9,11,7,1022.18,1025,1018,81,93,76,0
2/18/2012,7,11,3,1010.86,1018,1006,76,87,58,1
2/19/2012,2,6,-3,1024.03,1032,1014,67,86,39,0
2/20/2012,2,8,-3,1031.47,1033,1029,68,87,46,0
2/21/2012,8,12,3,1028.08,1029,1027,72,93,54,0
2/22/2012,8,11,6,1023.21,1029,1018,80,93,62,1
2/23/2012,14,18,11,1022.05,1025,1018,77,88,64,0
2/24/2012,12,15,9,1026.3,1029,1025,78,93,63,0
2/25/2012,8,11,4,1026.74,1029,1025,70,87,58,0
2/26/2012,8,12,3,1027.77,1029,1026,74,87,62,0
2/27/2012,8,11,6,1023.85,1027,1022,81,93,76,1
2/28/2012,12,15,8,1023.32,1025,1022,82,93,72,0
2/29/2012,12,15,9,1024.3,1025,1024,78,93,67,0
3/1/2012,10,15,4,1025.88,1028,1024,82,100,63,0
3/2/2012,6,8,4,1025.35,1028,1020,94,100,87,0
3/3/2012,10,13,6,1018.5,1021,1017,82,100,67,0
3/4/2012,6,9,3,1013.97,1018,1011,88,93,81,1
3/5/2012,6,7,4,1018.49,1021,1017,75,87,61,1
3/6/2012,6,9,4,1024.77,1026,1023,78,93,62,0
3/7/2012,8,8,7,1014.83,1016,1014,80,87,76,1
3/8/2012,8,12,5,1031.83,1034,1029,64,81,51,0
3/9/2012,8,11,5,1033.92,1035,1033,75,87,62,0
3/10/2012,12,16,7,1035.63,1037,1034,80,93,67,0
3/11/2012,10,14,6,1036.14,1038,1035,76,87,67,0
3/12/2012,7,9,5,1034.81,1035,1034,92,100,87,0
3/13/2012,7,8,6,1034.45,1035,1034,83,87,81,0
3/14/2012,6,9,1,1031.02,1033,1029,82,93,71,0
3/15/2012,8,16,0,1023.49,1028,1021,80,100,55,0
3/16/2012,9,10,8,1018.07,1022,1015,73,87,66,0
3/17/2012,9,11,7,1012.69,1015,1011,84,87,76,1
3/18/2012,6,10,3,1018.23,1025,1012,79,93,62,1
3/19/2012,8,13,2,1032.6,1034,1031,58,87,41,0
3/20/2012,10,15,6,1034,1035,1033,66,87,51,0
3/21/2012,10,15,4,1033.89,1036,1033,74,100,63,0
3/22/2012,10,13,6,1028.97,1031,1027,82,93,67,0
3/23/2012,10,16,5,1026.73,1027,1026,82,100,63,0
3/24/2012,11,16,5,1029.15,1031,1028,80,100,67,0
3/25/2012,6,8,4,1034.89,1036,1033,91,100,81,0
3/26/2012,7,14,0,1036.41,1037,1035,78,100,55,0
3/27/2012,8,15,0,1036.3,1037,1035,58,93,29,0
3/28/2012,10,18,2,1031.21,1034,1029,69,82,45,0
3/29/2012,13,18,8,1026.96,1028,1026,61,82,45,0
3/30/2012,10,15,6,1023.07,1025,1020,76,93,63,0
3/31/2012,8,11,6,1019.66,1022,1018,65,87,53,0
4/1/2012,7,13,1,1019.16,1022,1016,60,87,41,0
4/2/2012,8,15,1,1010.05,1016,1006,67,93,36,0
4/3/2012,8,14,2,1002.34,1006,1000,73,93,48,1
4/4/2012,9,12,6,1007.78,1016,1001,73,93,50,1
4/5/2012,6,9,2,1018.85,1020,1016,77,93,62,0
4/6/2012,6,12,-1,1014.43,1020,1010,66,87,44,1
4/7/2012,5,9,1,1012.22,1015,1009,79,93,66,1
4/8/2012,8,13,3,1011.39,1015,1007,82,93,71,1
4/9/2012,10,11,8,995.59,1006,987,86,94,71,1
4/10/2012,10,14,5,989.87,993,986,65,87,41,1
4/11/2012,8,11,4,997.17,1000,993,76,93,58,1
4/12/2012,8,12,3,1002.64,1004,1001,77,93,51,1
4/13/2012,8,13,2,1004.66,1005,1004,84,100,54,1
4/14/2012,8,12,3,1007.87,1013,1005,76,100,47,1
4/15/2012,6,10,2,1019.32,1025,1013,72,87,47,1
4/16/2012,4,10,-1,1023.95,1026,1019,62,93,40,0
4/17/2012,10,14,5,999.69,1016,993,68,93,36,1
4/18/2012,8,11,6,982.23,993,978,81,87,71,1
4/19/2012,9,11,7,984.12,989,978,84,93,71,1
4/20/2012,10,14,6,992.71,994,990,74,93,47,1
4/21/2012,9,13,5,996.54,1001,994,67,87,44,1
4/22/2012,10,15,5,1001.87,1002,1001,69,93,41,1
4/23/2012,8,11,5,994.4,1001,990,83,93,58,1
4/24/2012,10,12,7,996.49,999,991,81,93,62,1
4/25/2012,9,13,5,988.37,998,984,81,93,67,1
4/26/2012,12,15,9,995.37,1004,986,70,82,51,1
4/27/2012,12,16,9,1010.73,1015,1004,66,87,45,1
4/28/2012,8,10,6,1014.27,1016,1012,89,93,82,1
4/29/2012,11,16,6,1005.19,1011,1002,81,94,59,1
4/30/2012,12,16,9,1013.71,1015,1008,75,88,55,1
5/1/2012,14,17,10,1016.29,1021,1013,82,94,42,1
5/2/2012,12,14,9,1018.28,1021,1015,85,94,67,1
5/3/2012,8,9,8,1010.8,1014,1008,90,93,87,1
5/4/2012,8,10,7,1006.26,1008,1006,86,93,76,1
5/5/2012,8,9,6,1009.44,1011,1007,79,93,66,1
5/6/2012,6,8,5,1013.64,1017,1011,85,100,76,1
5/7/2012,10,14,5,1013.98,1016,1011,78,100,63,1
5/8/2012,14,17,11,1007.14,1010,1006,82,94,68,1
5/9/2012,14,17,11,1008.83,1011,1007,87,94,77,1
5/10/2012,16,18,15,1009.64,1013,1007,86,94,77,1
5/11/2012,12,16,8,1021.83,1031,1013,62,82,45,0
5/12/2012,10,15,5,1036.49,1038,1032,66,87,41,0
5/13/2012,11,17,5,1029.44,1037,1022,59,87,39,0
5/14/2012,10,12,7,1015.5,1022,1011,78,93,58,1
5/15/2012,8,12,5,1014.45,1022,1011,76,87,58,1
5/16/2012,9,14,4,1024.38,1026,1023,62,87,41,0
5/17/2012,10,13,6,1016.94,1024,1009,68,82,47,0
5/18/2012,12,16,8,1004.46,1009,1003,77,88,63,0
5/19/2012,13,17,9,1009.59,1012,1006,73,94,55,0
5/20/2012,12,15,9,1009.93,1012,1008,80,87,72,0
5/21/2012,12,16,9,1007.91,1009,1007,81,93,72,0
5/22/2012,16,23,10,1013.82,1019,1010,76,94,61,0
